
10 3.02e-07
1010 5.88e-07
2010 7.77e-07
3010 8.78e-07
4010 1.014e-06
5010 1.084e-06
6010 1.107e-06
7010 1.326e-06
8010 8.33e-07
9010 9.82e-07
10010 1.141e-06
11010 1.399e-06
12010 9.43e-07
13010 1.099e-06
14010 2.268e-06
15010 1.742e-06
16010 2.069e-06
17010 1.205e-06
18010 1.815e-06
19010 1.41e-06
20010 1.225e-06
21010 2.41e-06
22010 1.229e-06
23010 1.398e-06
24010 1.233e-06
25010 1.526e-06
26010 1.381e-06
27010 1.53e-06
28010 1.415e-06
29010 1.342e-06
30010 1.509e-06
31010 1.391e-06
32010 1.303e-06
33010 1.343e-06
34010 2.17e-06
35010 1.428e-06
36010 1.245e-06
37010 1.506e-06
38010 1.691e-06
39010 1.871e-06
40010 1.969e-06
41010 1.772e-06
42010 1.308e-06
43010 1.37e-06
44010 1.539e-06
45010 1.823e-06
46010 1.448e-06
47010 1.725e-06
48010 1.238e-06
49010 1.651e-06
50010 1.484e-06
51010 1.477e-06
52010 1.356e-06
53010 1.138e-06
54010 1.745e-06
55010 1.372e-06
56010 1.547e-06
57010 1.608e-06
58010 1.257e-06
59010 1.646e-06
60010 1.433e-06
61010 1.596e-06
62010 1.674e-06
63010 1.611e-06
64010 1.981e-06
65010 1.529e-06
66010 1.839e-06
67010 1.512e-06
68010 1.544e-06
69010 2.26e-06
70010 2.268e-06
71010 1.491e-06
72010 1.496e-06
73010 1.576e-06
74010 1.49e-06
75010 1.602e-06
76010 2.18e-06
77010 1.136e-06
78010 1.772e-06
79010 1.689e-06
80010 1.504e-06
81010 1.643e-06
82010 1.642e-06
83010 1.712e-06
84010 1.918e-06
85010 1.579e-06
86010 1.846e-06
87010 3.181e-06
88010 1.643e-06
89010 2.621e-06
90010 2.088e-06
91010 1.606e-06
92010 1.482e-06
93010 1.536e-06
94010 2.282e-06
95010 1.489e-06
96010 1.516e-06
97010 1.738e-06
98010 2.13e-06
99010 2.656e-06
